urn;text;company_mention_count;profile_mention_count;hyperlink_count;hyperlink_internal_count;hyperlink_external_count;hashtag_count;detected_language;content_type;share_audience;time_zone_name;time_zone_offset_in_minutes;reaction_count;comment_count;direct_comment_count;share_count;view_count;did_self_like;did_company_like;company_reaction;synchronized_reaction_count;synchronized_comment_count;synchronized_share_count;synchronized_stats_at;reshared_share_urn;post_scheduled_date;post_created_at;post_updated_at;post_published_at;post_deleted_at;impression_count;tags;post_url;image_urls;document_url;posted_by_profile;posted_by_company;posted_in_group;reaction_count_like;reaction_count_interest;reaction_count_praise;reaction_count_empathy;reaction_count_entertainment;reaction_count_appreciation;reaction_count_maybe;text_characters;text_words;text_paragraphs;text_sentences;text_reading_time_ms;text_readability_index
urn:li:share:7240861016849330176;"[4/∞] Desafios de um Nômade Digital na Argentina.

Culturas iguais e, ao mesmo tempo, tão diferentes.

Após passar um tempo na Argentina é possível identificar que existem muitas similaridades com o Brasil.

No sul do Brasil tem uma cultura muito forte ao chimarrão e ao churrasco.
Na Argentina é igual, o ""Mate"" e ""Asado""

Em teoria são iguais, mas na realidade são muito diferentes. 🤯 

A Erva 🍂 aqui é muito diferente, da mesma forma como o asado também é diferente ao churrasco do Brasil. 

Porém, o que para mim foi um choque cultural forte foi nada mais nada menos que um simples jogo de cartas que sempre jogamos no Sul.

TRUCO 

Exatamente, se um dia você for jogar TRUCO com um Argentino, pode esquecer, são jogos completamente diferentes. 

Mantemos uma base similar, mas as regras são totalmente diferentes. 

● Pontuação é Diferente.
● Hierarquia das cartas é diferente. 
● ENVIDO ? (Isso é algo que só existe no TRUCO argentino)
● Baralho espanhol...

Eu, acostumado a jogar TRUCO no Brasil levei muitas horas para entender o mesmo jogo aqui na ARGENTINA.

Dá uma olhada só em como é a Hierarquia das cartas, aliás aqui não existe ""manilhas"".";0;0;0;0;0;0;pt;Image;public;;;16;9;;0;;;;;16;9;0;2025-03-06T21:49:36.220Z;;;2024-09-17T12:00:24.346Z;2024-09-17T12:00:24.346Z;2024-09-17T12:00:24.346Z;;3764;;https://www.linkedin.com/feed/update/urn:li:share:7240861016849330176;https://depository.authoredup.com/images/IMG_Hn5UwEnCuXUVcdsUrMGY39b3NuVZ7K;;Thanael Butewicz;;;14;1;0;1;0;0;0;866;197;17;19;47280;4.46
urn:li:share:7241225841207066624;"Boatos dizem que agora é só curtição. 

Mas a realidade é outra, agora é hora dos projetos pessoais andarem. 

Após um período de escuridão enfim a luz e posso dizer a todos que de fato elas existem, sim, as férias existem! Não são uma imaginação da minha cabeça.

Brincadeiras a parte, ou não... A partir de hoje estou de férias e não, não são ferias eternas, são 2 semanas (14 dias) para aproveitar. 

Perguntas como ""Agora de férias você vai viajar ?"" não funcionam comigo, pois estou sempre viajando hahaha. 

Vou aproveitar esse tempo de férias para andar com meus projetos pessoais, os quais venho procrastinando muito...

Durante esse período devo estar muito mais ativo aqui na rede, trazendo mais informações sobre o Workshop de Nômade Digital que vai rolar no fim do mês (29/09).

Já aproveita e fica ligado que vem muito conteúdo pela frente, além também de dar uma organizada no perfil aqui do LinkedIn e GitHub.";0;0;0;0;0;0;pt;Image;public;;;23;0;;0;;;;;23;0;0;2025-03-06T21:49:36.232Z;;;2024-09-16T12:00:01.272Z;2024-09-16T12:00:01.272Z;2024-09-16T12:00:01.272Z;;2596;;https://www.linkedin.com/feed/update/urn:li:share:7241225841207066624;https://depository.authoredup.com/images/IMG_9rgRLa7zKMRXvSoaD1fyLMP1iSTLc1;;Thanael Butewicz;;;15;1;1;1;5;0;0;689;181;8;11;43440;4.73
urn:li:share:7240784141556867072;"#10 - A cada destino uma nova vida se inicia.

Essa é a primeira News no formato novo.

Nela estão algumas reflexões que dizem muito sobre a forma como eu olho para cada destino enquanto viajo.

Ainda vou além e digo que na newsletter estão os meus pensamentos manifestados através de palavras, pensamentos esses que não são simples devaneios após uma noite de álcool ou drogas.

Os pensamentos lá escritos são o resultado de muitas experiências e reflexões, as quais estão em meu diário físico, mas agora adaptada e compartilhada com todos.  

Link para a Postagem: https://lnkd.in/d93N5bDs";0;0;1;0;1;0;pt;Image;public;;;8;0;;0;;;;;8;0;0;2025-03-06T21:49:38.253Z;;;2024-09-14T20:00:01.096Z;2024-09-14T20:00:01.096Z;2024-09-14T20:00:01.096Z;;1265;;https://www.linkedin.com/feed/update/urn:li:share:7240784141556867072;https://depository.authoredup.com/images/IMG_ndGd2nRwVEjR4CZtqRXyGbW1wEzzmU;;Thanael Butewicz;;;6;0;2;0;0;0;0;466;110;6;7;26400;6.38
urn:li:share:7240429735393017856;"Sexta feira sempre tem que ter uma piada. 

""On the Friday all of us need a joke""";0;0;0;0;0;0;en;Reshare;public;;;44;1;;1;;;;;44;1;1;2025-03-06T21:49:36.295Z;urn:li:share:7240396199466262530;;2024-09-13T18:42:49.719Z;2024-09-13T18:42:49.719Z;2024-09-13T18:42:49.719Z;;3088;;https://www.linkedin.com/feed/update/urn:li:share:7240429735393017856;;;Thanael Butewicz;;;12;0;0;0;32;0;0;60;17;2;2;4080;1
urn:li:share:7238342635067760640;"Já ouviu sobre o Indicador 𝐌𝐀𝐔? 

""Com esse nome coisa boa não pode ser"".

O nome 𝐌𝐀𝐔 pode parecer suspeito inicialmente, mas ele significa ""𝑴𝒐𝒏𝒕𝒉𝒍𝒚 𝑨𝒄𝒕𝒊𝒗𝒆 𝑼𝒔𝒆𝒓𝒔"", ou em português usuários mensais ativos.

Ele é um indicador muito importante, recebendo uma relevância muito grande na área de Experiência do Cliente. 

Através dele conseguimos entender a utilização e adesão do cliente ao seu produto, podendo se aprofundar em insights como:

• Histórico de utilização do produto pelo cliente. 
• Clientes pagantes x Clientes utilizando o produto. 
• Clientes que estão ""deixando"" de usar seu produto. 

Mas se você pensa que ele só pode ser usado neste escopo de clientes finais, você está enganado! 

Você pode usá-lo para entender o comportamento dos seus clientes relacionado aos dashboards (soluções) que você entrega. 

Entendendo pontos como:

⚠️ Os Dashboards deixam de ser utilizados após quanto tempo?
⚠️ Quantidade de relatórios que não recebem mais acessos.
⚠️ Evolução de uma cultura orientada a dados através dos acessos. 

Entender sobre esse indicador e o contexto ao qual ele está inserido pode lhe abrir inúmeras oportunidades de melhorias como: 

✔ Redução de Custos
✔ Melhorias na experiência do cliente. 
✔ Se usado no setor de dados pode diminuir a ""𝐩𝐚𝐬𝐭𝐞𝐥𝐚𝐫𝐢𝐚 𝐝𝐞 𝐝𝐚𝐝𝐨𝐬""

Então na próxima vez que olhar para este indicador lembre-se que nem sempre o MAU significa algo ruim. 

""As aparências enganam, e as siglas em inglês mais ainda. "" 🤣";0;0;0;0;0;0;pt;Image;public;;;43;5;;1;;;;;43;5;1;2025-03-06T21:49:36.227Z;;;2024-09-12T12:00:23.979Z;2024-09-12T12:00:23.979Z;2024-09-12T12:00:23.979Z;;4658;;https://www.linkedin.com/feed/update/urn:li:share:7238342635067760640;https://depository.authoredup.com/images/IMG_TreSxrpGnnKDbdFFjz8LHYSwNoxizX;;Thanael Butewicz;;;32;2;1;7;1;0;0;1071;240;20;21;57600;5.3
urn:li:share:7237600977732702209;"Termos como 𝐂𝐗 e 𝐂𝐒 não estão tão longe de dados quanto você pensa. 

E não, não estamos falando de 𝑪𝒐𝒖𝒏𝒕𝒆𝒓 𝑺𝒕𝒓𝒊𝒌𝒆...

Esses termos estão relacionados a experiência e satisfação dos clientes, mas deixa eu lhe contar um segredo. 

Cliente não é somente o cliente final. 👀 

As atividades que você executa não são enviadas por Deus, mas sim, por alguém que está com um problema e que busca a solução através do seu serviço. 

Lamento lhe dizer, mas você também tem seus clientes, os chamados clientes internos para os quais você presta serviço. 

Se você pensou que termos como 𝐂𝐗 e 𝐂𝐒 só devem ser usados nos clientes ""externos"" você está muito enganado.

Nesse sentido, o quanto você tem se preocupado com a experiência e satisfação dos seus clientes?

Ainda vou além e te pergunto o seguinte:

⚠️ Você tem medido o NPS das suas entregas? 

⚠️ Você pede que seja criado o chamado, mas você mantém o cliente atualizado de qualquer situação com a solicitação dele? 

⚠️ Você tem acompanhado se as ferramentas que criou continuam sendo usadas ao passar dos tempos?  
(Indicadores como MAU 😂, trarei mais conteúdo sobre eles no futuro)

Se até o momento você nunca se preocupou com esses temas, isso pode ter colaborado para que a ""pastelaria de dados"" continue...

-----------

Como já dizia o Heitor Sasaki: ""Tudo está conectado"". 

-----------";0;1;0;0;0;0;pt;Image;public;;;15;9;;0;;;;;15;9;0;2025-03-06T21:49:36.239Z;;;2024-09-11T12:00:08.312Z;2024-09-11T12:00:08.312Z;2024-09-11T12:00:08.312Z;;1009;;https://www.linkedin.com/feed/update/urn:li:share:7237600977732702209;https://depository.authoredup.com/images/IMG_mo33jeXXseED8wNtJbrBYZQBntKbCe;;Thanael Butewicz;;;8;0;2;4;0;1;0;976;240;17;19;57600;4.04
urn:li:share:7237231997524336640;"[3/∞] Desafios de um Nômade Digital na Argentina.

Idioma - Esse é cliché, mas impacta bastante. 

Estando na Argentina, obviamente o idioma que eu mais utilizo é o Espanhol e ao usá-lo muitas horas ao dia, isso começa a fazer parte de mim 🤣 

Em alguns momentos, quando escrevo uma mensagem no Slack acabo colocando uma palavra em Espanhol ou mudando a estrutura da frase.

Um exemplo básico que só reparei quando fui reler meu diário de viagem. 

""Hoje 𝒎𝒆 𝒇𝒖𝒊 a um evento de idiomas...""
""Estava na feira e teve 2 𝒄𝒂𝒏𝒕𝒂𝒏𝒕𝒆𝒔 que estavam tocando Zamba""
""𝑴𝒆 𝒆𝒏𝒄𝒂𝒏𝒕𝒂 ir as praças para tomar mate""

São coisas sutis, normalmente quando vejo que estou fazendo isso eu começo a dar risada. 

Em coisas mais formais eu tento me policiar para não passar despercebido, mas em coisa informal eu mando misturando tudo mesmo. 

Raramente consigo escrever corretamente em português, imagina agora misturando dois idiomas 🤣 

-------

Essa é uma das maneiras que o espanhol impacta no meu dia a dia trabalhando, agora existem muitas outras de como o idioma me ""trolou"" viajando.

Em espanhol ""𝘢𝘱𝘦𝘭𝘪𝘥𝘰"" == ""Sobrenome"" então quando te perguntarem seu apelido não diga ""ZézinDoBeco"" diga seu sobrenome. 

-------

𝐖𝐨𝐫𝐤𝐬𝐡𝐨𝐩 sobre Nômade Digital dia 28/09/2024 
Mais informações nos comentários

𝐎𝐛𝐬: Aproveita que é ""𝐝𝐞 𝐠𝐫𝐚𝐭𝐢𝐬"". (De graça até injeção na testa)";0;0;0;0;0;0;pt;Image;public;;;28;6;;0;;;;;28;6;0;2025-03-06T21:49:36.126Z;;;2024-09-10T16:00:03.872Z;2024-09-10T16:00:03.872Z;2024-09-10T16:00:03.872Z;;1746;;https://www.linkedin.com/feed/update/urn:li:share:7237231997524336640;https://depository.authoredup.com/images/IMG_9QKAaXLrCWzVu29WHNmvSvzUYkg3nN;;Thanael Butewicz;;;14;0;0;0;14;0;0;983;224;18;19;53760;5.13
urn:li:share:7239067247216852993;"5.000 𝐒𝐞𝐠𝐮𝐢𝐝𝐨𝐫𝐞𝐬! 🎉  

A felicidade é minha, mas o 🎁 𝐩𝐫𝐞𝐬𝐞𝐧𝐭𝐞 🎁  quem ganha é vocês. 

Esse é um marco que me deixa muito feliz, principalmente pelo trabalho que foi para chegar até aqui. 

Comecei a criar conteúdo aqui em Abril/2024, e ver os resultados que atingi criando conteúdo é algo muito gratificante.

✔️ Muito conteúdo rico sobre Dados e Nômade Digital
✔️ + 2 Milhões de impressões em 2024 😲 
✔️ +100 Postagens. 
✔️ Uma newsletter com + 200 Inscritos.

Essas foram as minhas conquistas, mas como disse no título, ""Quem ganha o presente é vocês"". 

𝐏𝐫𝐞𝐬𝐞𝐧𝐭𝐞 ? 𝐓á 𝐟𝐢𝐜𝐚𝐧𝐝𝐨 𝐦𝐚𝐥𝐮𝐜𝐨 ? 

Como vocês sabem, eu sou Nômade Digital e sempre posto conteúdo sobre isso aqui na rede e na minha Newsletter (Se inscreve lá haha)

E neste mês de Setembro, que além de ser meu Aniversário (35 𝘢𝘯𝘰𝘴... 🧓) também foi um mês de muitas conquistas, portanto resolvi que vou compartilhar minhas experiências em um novo formato também.

Vou fazer um 𝐖𝐨𝐫𝐤𝐬𝐡𝐨𝐩 𝐆𝐑𝐀𝐓𝐔𝐈𝐓𝐎 𝐝𝐢𝐚 28/09 para apresentá-los a este universo que é o de ""Nômade Digital"". 

Esqueci que a imagem do post já quebrou o suspense do presente 🤦‍♂️ 

Mas é isso pessoal, durante os próximos dias até o evento estarei trazendo muito mais informações sobre o evento e como participar. 

Obrigado a todo que me acompanham, isso significa muito para mim. ❤️";0;0;0;0;0;0;pt;Image;public;;;71;25;;1;;;;;71;25;1;2025-03-06T21:49:36.188Z;;;2024-09-10T12:00:05.900Z;2024-09-10T12:00:05.900Z;2024-09-10T12:00:05.900Z;;2828;;https://www.linkedin.com/feed/update/urn:li:share:7239067247216852993;https://depository.authoredup.com/images/IMG_BBsNrjxuKEE5kuLvz6WtjSsPsuMcKS;;Thanael Butewicz;;;40;8;15;6;0;2;0;899;220;16;20;52800;3.32
urn:li:share:7238721567390609408;"Newsletter voltou e dessa vez em um novo formato.

Nela existe um Spoiler muito importante que ocorrerá em Setembro. 👀

Para quem me acompanha há mais tempo, sabe que tenho uma Newsletter na qual eu compartilho conteúdos sobre minha vida como Nômade Digital.

A Newsletter se chama ""Diário de Viagem"", porém estava parecendo mais um ""Guia"" do que um ""Diário"".

Após refletir muito, decidi mudar o formato para que ela seja um ""Diário"" de verdade, onde compartilho minhas reflexões com vocês, como se estivéssemos tomando uma cerveja no bar.

Na Newsletter de hoje coloquei algumas novidades e spoiler do que está por vir.

Nesse sentido convido vocês a conhecerem e acompanharem as postagens.

----

Existe um Spoiler muito importante de algo que acontecerá neste mês 👀 

Se você quer saber o que é, leia a Newsletter 😅 ou aguarde a novidade que trarei oficialmente no LinkedIn nos próximos dias.";0;0;0;0;0;0;pt;Article;public;;;10;0;;0;;;;;10;0;0;2025-03-06T21:49:36.080Z;;;2024-09-09T12:00:13.346Z;2024-09-09T12:00:13.346Z;2024-09-09T12:00:13.346Z;;806;;https://www.linkedin.com/feed/update/urn:li:share:7238721567390609408;;;Thanael Butewicz;;;6;0;1;3;0;0;0;694;158;10;11;37920;6.44
urn:li:share:7238621571236413440;"Newletter vai mudar nos próximos dias.

Entenda sobre o que já conversamos anteriormente.

Para quem é novo aqui, saiba que eu tenho uma Newsletter chamada de ""Diário de Viagem"", porém ela estava parecendo mais um ""guia"" do que um ""Diário"".

Portanto, nos próximos dias ela vai passar por algumas mudanças, mas entenda sobre o que já conversamos. 

#1 - Nômade Digital: Isso funciona mesmo? - https://lnkd.in/dZd_7__6

#2 - Lar dos Nômades 🏠 - https://lnkd.in/dF9F8NP2

#3 - É possível economizar com transporte? - https://lnkd.in/dZWTstxG

#4 - Viajando com Filosofia? - https://lnkd.in/d3Hiv55p

#5 Viagem Nacional x Internacional - https://lnkd.in/d9ns7biA

#6 Hostels - https://lnkd.in/dKhWWyhZ

#7 Bagagens - https://lnkd.in/drrYzaDw

#8 - Comida - https://lnkd.in/degSyieH

Além disso, todos esses conteúdos estão gratuitos temporariamente. 

Aproveite esse resto de domingo para maratonar os conteúdos.";0;0;8;0;8;0;pt;Text;public;;;11;0;;0;;;;;11;0;0;2025-03-06T21:49:48.692Z;;;2024-09-08T22:00:02.511Z;2024-09-08T22:00:02.511Z;2024-09-08T22:00:02.511Z;;1043;;https://www.linkedin.com/feed/update/urn:li:share:7238621571236413440;;;Thanael Butewicz;;;11;0;0;0;0;0;0;761;137;14;17;32880;8.76
urn:li:share:7237602982844915712;"Sabe qual indicador não gosta de você?


O de quantidade de usuários ativos mensalmente... porque ele é MAU.




Se você não entendeu a piada relaxa que na próxima semana eu trarei um conteúdo explicando sobre o indicador MAU (Monthly active users)";0;0;0;0;0;0;pt;Image;public;;;107;6;;0;;;;;107;6;0;2025-03-06T21:49:36.292Z;;;2024-09-06T12:00:16.336Z;2024-09-06T12:00:16.336Z;2024-09-06T12:00:16.336Z;;19527;;https://www.linkedin.com/feed/update/urn:li:share:7237602982844915712;https://depository.authoredup.com/images/IMG_SBQ2YRcEYLYdJisjWF2697q5dhcUvD;;Thanael Butewicz;;;36;2;1;0;68;0;0;187;45;3;4;10800;3.77
urn:li:share:7234708394413051904;"""Para que abrir chamado se posso falar direto com o DEV/Analista?"" 

Se você como analista com certeza já deve ter presenciado isso. 

Esse é uma das situações mais comuns que existem em times que prestam suporte. 

Isso é algo certo? É algo errado? 

Eu digo que é Natural... 

Mas se você não souber controlar essas situações você poderá ter sérios problemas no futuro. 

Existem inúmeros problemas em ""não abrir um chamado"".
◉ Perder a rastreabilidade da demanda. 
◉ Planejamento será impactado.
◉ Deixará de obter dados valiosos

Da mesma forma existem problemas em ""Abrir um chamado"".
◉ Mais Processos. 
◉ Possível lentidão na comunicação. 

Existem pessoas que defendem cada uma das situações, se você é o cliente normalmente prefere ir direto no Slack. 

Se você é o Analista prefere que tudo seja via Chamado. 

Eu prefiro que tudo seja via Chamado, pois através disso eu tenho métricas importantes que permitem melhorar continuamente o meu trabalho. 

Exemplos de Métricas simples.
◉ Quem são seus principais Clientes e o custo com eles. 
◉ Permitir um melhor planejamento de atividades.

Além de que tudo ficará documentado. 

Nesse sentido, uma frase que eu gosto mesmo sendo meio radical é: 

""Se não existe solicitação, não existe ação"".";0;0;0;0;0;0;pt;Image;public;;;1811;84;;70;;;;;1811;84;70;2025-03-06T21:49:36.288Z;;;2024-09-05T12:00:13.009Z;2024-09-05T12:00:13.009Z;2024-09-05T12:00:13.009Z;;149146;;https://www.linkedin.com/feed/update/urn:li:share:7234708394413051904;https://depository.authoredup.com/images/IMG_r3Xk5BcFjp7SN3JNQD2Zr4qqMPnXXZ;;Thanael Butewicz;;;1223;6;19;45;509;9;0;934;208;22;23;49920;4.24
urn:li:share:7236070371492323328;"Etapa de Levantamento de requisitos?

Aprenda a importância dessa etapa de uma forma simples e divertida. 

Quantas vezes você já recebeu uma nova atividade e falou ""Ah, isso é simples, consigo fazer em X tempo"" ?

E na hora de realizar a atividade percebeu que não era tão simples, existiam muitas outras variáveis que passaram despercebidas e a ""𝘢𝘵𝘪𝘷𝘪𝘥𝘢𝘥𝘦 𝘴𝘪𝘮𝘱𝘭𝘦𝘴"" se tornou algo extremamente complexo. 

Relaxa que isso ocorre com todo mundo, porém, existe algo que se bem realizado consegue minimizar drasticamente essas situações. 

Isso se chama 𝗟𝗲𝘃𝗮𝗻𝘁𝗮𝗺𝗲𝗻𝘁𝗼 𝗱𝗲 𝗥𝗲𝗾𝘂𝗶𝘀𝗶𝘁𝗼𝘀. 

Uma forma simples de entender o levantamento de requisitos é através da seguinte analogia. 

---

𝗔𝘁𝗶𝘃𝗶𝗱𝗮𝗱𝗲: ""O cliente lhe pede que faça um Bolo de Morango 🍓"".
𝙷𝚖𝚖𝚖 𝙱𝙾𝙻𝙾 𝙳𝙸 𝙼𝚄𝚁𝙰𝙽𝙶𝙾. 🍰

Você pode já começar a cozinhar enquanto abre um tutorial no YouTube...

Essa é uma forma, mas ao fazer isso você deixa de se atentar a diversos outros pontos como:

➥ Para quando ele precisa desse bolo? 
➥ Existe alguma restrição alimentar? (Intolerância a Lactose, por exemplo) 
➥ Ele está de acordo com o preço que você orçou? 

Não ter essas informações pode fazer com que você tenha um desperdício de tempo e recursos na entrega. 

Por exemplo, você fazer o bolo hoje e usar leite integral, e no momento da entrega o cliente lhe diz que só precisará do bolo no outro mês e que ele era intolerante a lactose. 

Você desperdiçou seu tempo, recursos e gerou retrabalho, pois precisará fazer outro bolo depois. 

---

Entenda o levantamento de requisitos como o passo antes de você começar a cozinhar de fato. 

Se você tivesse realizado essa ação descobriria que: 
➥Prazo: 15/10/2024 
➥Pontos de Atenção: Cliente é intolerante a lactose.

Com essas informações você sabe que precisará adaptar a receita do bolo e que não precisa começar a cozinhar agora, se planejando para iniciar a cozinhar no mês seguinte. 

---

Na maioria das vezes, quando o cliente lhe pedir algo, ele não vai saber quais informações são importantes e quais não são. 

Essa ação de entender o que pode ou não influenciar na execução de uma atividade precisa partir de você, pois é você realizará a execução. 

Na próxima vez que receber uma atividade, antes de sair executando, análise se todas as variáveis foram descobertas para você ter uma execução saudável e sem surpresas.


𝗡𝗼 𝗳𝗶𝗺 é 𝟳𝟬% 𝗟𝗲𝘃𝗮𝗻𝘁𝗮𝗺𝗲𝗻𝘁𝗼 e 30% Execução.";0;0;0;0;0;0;pt;Image;public;;;27;4;;1;;;;;27;4;1;2025-03-06T21:49:36.104Z;;;2024-09-04T12:00:01.059Z;2024-09-04T12:00:01.059Z;2024-09-04T12:00:01.059Z;;1380;;https://www.linkedin.com/feed/update/urn:li:share:7236070371492323328;https://depository.authoredup.com/images/IMG_gU9EbrsM8pteTRxkbdjXw4XMT3wD1E;;Thanael Butewicz;;;14;3;1;0;9;0;0;1787;424;29;31;101760;5.26
urn:li:share:7235794973843947522;"[2/∞] Desafios de um Nômade Digital na Argentina. 

Mesmo fuso-horário, rotinas diferentes.

Uma das vantagens de viajar para Argentina é que compartilhamos o mesmo fuso-horário, isso torna as coisas mais fáceis.

Porém, como usamos esse horário no Brasil é muito diferente da Argentina. 

Essas diferenças de rotinas no início são um pouco difícil de se acostumar, principalmente se você é uma pessoa diurna como eu. 

Horário de Almoço
𝗕𝗿𝗮𝘀𝗶𝗹: Começamos a almoçar as 12:00 
𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗮: Começam a almoçar as 13:30 

Horário de Jantar
𝗕𝗿𝗮𝘀𝗶𝗹: Eu normalmente janto entre 19:00 - 21:00 
𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗮: As pessoas começam a ""𝘤𝘦𝘯𝘢𝘳"" (jantar) depois das 22:00 

As pessoas na Argentina são mais noturnas, isso foi uma dificuldade para mim no início, pois sou uma pessoa diurna. 

Nesse sentido precisei adaptar minha rotina, então o que antes eu iniciava a trabalhar as 07:30 agora estou iniciando entre 08:00 e 09:00. 

Engraçado como mesmo partilhando o mesmo fuso-horário, ambos os países o utilizam de formas muito diferentes.

---

𝗦𝗽𝗼𝗶𝗹𝗲𝗿: Newsletter está voltando e dessa vez em um novo modelo!
𝗦𝗽𝗼𝗶𝗹𝗲𝗿: Cogitando fazer um Workshop sobre: ""Nômade Digital trabalhando com tecnologia""";0;0;0;0;0;0;pt;Image;public;;;68;10;;0;;;;;68;10;0;2025-03-06T21:49:36.246Z;;;2024-09-03T12:00:09.763Z;2024-09-03T12:00:09.763Z;2024-09-03T12:00:09.763Z;;5593;;https://www.linkedin.com/feed/update/urn:li:share:7235794973843947522;https://depository.authoredup.com/images/IMG_1LaPUwKTuCQB2m7zEc2SKKy7UysBZi;;Thanael Butewicz;;;57;4;0;4;1;2;0;905;213;17;17;51120;4.85
urn:li:share:7235787366508974082;"[𝟷/∞] Desafios de um Nômade Digital na Argentina. 

Trabalho remoto não é só flores, mas ao menos não existem espinhos... 

Hoje Inicia mais uma série de postagens, dessa vez sobre Trabalho Remoto.

Vivendo como nômade digital e trabalhando remoto durante anos, percebo que estou sempre me adaptando aos lugares para conseguir manter minha produtividade. 

Na Argentina não é diferente, nessa nova série de postagens estarei contando os desafios que enfrento para manter a produtividade trabalhando remotamente de outro país. 

E sim existem muitos desafios, nem tudo são flores nesse estilo de vida como falam nas redes sociais. 

Vai perceber que o título é [1/∞], pois de fato não sei quantas postagens essa série possuirá, mas continuará enquanto eu estiver na Argentina. 

Então fica ligado nas próximas postagens que virá muito conteúdo legal. 

---

𝗦𝗽𝗼𝗶𝗹𝗲𝗿: Newsletter está voltando e dessa vez em um novo modelo!";0;0;0;0;0;0;pt;Image;public;;;95;3;;0;;;;;95;3;0;2025-03-06T21:49:36.257Z;;;2024-09-02T12:00:01.517Z;2024-09-02T12:00:01.517Z;2024-09-02T12:00:01.517Z;;8101;;https://www.linkedin.com/feed/update/urn:li:share:7235787366508974082;https://depository.authoredup.com/images/IMG_syLditXMQKzufvpJB7vhYH7G5X3VVM;;Thanael Butewicz;;;83;0;3;9;0;0;0;712;156;10;10;37440;7.87
urn:li:share:7234713312892977153;"Junior: Hey Senior please help me, I need to finish this task today, how I use the Window Function in SQL ? 

Senior: It's Over... 

Junior: But... I still have time to finish it 

Senior: ...";0;0;0;0;0;0;en;Image;public;;;43;0;;2;;;;;43;0;2;2025-03-06T21:49:36.272Z;;;2024-08-30T12:00:03.528Z;2024-08-30T12:00:03.528Z;2024-08-30T12:00:03.528Z;;1989;;https://www.linkedin.com/feed/update/urn:li:share:7234713312892977153;https://depository.authoredup.com/images/IMG_KwWHn9NawHdyiiiM1GtdgcK4pvCVw2;;Thanael Butewicz;;;13;0;1;0;29;0;0;135;34;4;5;8160;1
urn:li:share:7234697753015070720;"""Preciso que me traga a média dos últimos 12 meses retroativamente.""

Aprenda a fazer média móvel em SQL de forma simples. 

Analisando dados é comum acompanharmos indicadores que dependam de termos como: ""média dos últimos 12 meses"".

Na teoria tudo mil maravilhas. 

""Mas como fazer isso em SQL? Pois nessa média os últimos 12 meses é dinâmico e muda conforme a referência."" 

Calma calabreso!

Olha só como é simples fazer isso via PostgreSQL.

Basta você passar esse intervalo dinâmico no OVER ( ) 

𝙰𝚅𝙶(𝚌𝚘𝚕𝚞𝚗𝚊_𝚍𝚎𝚜𝚎𝚓𝚊𝚍𝚊) 𝙾𝚅𝙴𝚁(
		𝙿𝙰𝚁𝚃𝙸𝚃𝙸𝙾𝙽 𝙱𝚈 𝚌𝚘𝚕𝚞𝚗𝚊𝚜
		𝙾𝚁𝙳𝙴𝚁 𝙱𝚈 𝚛𝚎𝚏𝚎𝚛𝚎𝚗𝚌𝚒𝚊 𝙰𝚂𝙲
		𝚁𝙾𝚆𝚂 𝚋𝚎𝚝𝚠𝚎𝚎𝚗 𝟷𝟷 𝚙𝚛𝚎𝚌𝚎𝚍𝚒𝚗𝚐 𝚊𝚗𝚍 𝚌𝚞𝚛𝚛𝚎𝚗𝚝 𝚁𝙾𝚆
        ) 𝚊𝚜 𝚖𝚎𝚍𝚒𝚊_𝟷𝟸_𝚖𝚎𝚜𝚎𝚜

O 𝚛𝚘𝚠𝚜 𝚋𝚎𝚝𝚠𝚎𝚎𝚗 𝙽 𝚙𝚛𝚎𝚌𝚎𝚗𝚍𝚒𝚗𝚐 𝚊𝚗𝚍 𝚌𝚞𝚛𝚛𝚎𝚗𝚝 significa que o intervalo para o AVG será as 11 linhas anteriores e a atual.

Existem outras formas passando a data ao invés da linha, mas eu tenho usado bastante essa forma acima. 

O que parecia complexo é facilmente resolvido com uma Window Function.";0;0;0;0;0;0;pt;Image;public;;;128;25;;4;;;;;128;25;4;2025-03-06T21:50:37.507Z;;;2024-08-29T12:00:11.568Z;2024-08-29T12:00:11.568Z;2024-08-29T12:00:11.568Z;;4697;;https://www.linkedin.com/feed/update/urn:li:share:7234697753015070720;https://depository.authoredup.com/images/IMG_nKS1JGLLz7Gqw86AHoKDeCg1ky3Dhj;;Thanael Butewicz;;;99;19;6;4;0;0;0;720;156;16;17;37440;4.9
